transaction_id,customer_id,product_id,quantity,price_per_unit,transaction_date
e59d18a2-4,af58b7cc-f,5954c846-7,1,3168.84,2025-02-01
7b41b046-2,b248cdc0-d,fefeb896-0,8,1418.57,2025-04-12
75e6f074-d,212d51a4-5,1ce6d8dd-e,4,4957.89,2024-07-20
1374d980-f,4b4ba3e6-c,fefeb896-0,8,1418.57,2024-07-28
3eca3821-0,d2d9794f-a,6f19f08c-e,10,4681.52,2025-04-08
0a00ccc6-e,51b63b79-d,e9fa415b-4,7,2805.54,2024-12-23
9b33b065-a,1babf28e-8,7324c1df-d,9,1670.5,2024-08-27
bcca3f67-9,a69c4568-4,736c907d-a,1,4418.1,2024-06-15
12ddf641-6,2e605ee3-7,d4192e6c-e,9,1548.62,2025-03-30
92ec430a-7,0bfde222-c,f7dbb174-d,5,3838.12,2024-05-25
c65fec99-4,24b761c0-1,e6d7b7f5-2,9,3569.11,2024-09-22
ae889e5e-c,624e8a2c-5,9f1065ee-5,5,39.72,2024-07-29
23cb44dd-3,54e70394-3,8f864566-a,10,4025.6,2024-04-30
93da602f-9,f69f7ecd-6,d951a12b-9,8,2637.01,2024-07-25
eead0fd1-7,eea85b65-f,902cab04-0,7,1778.72,2024-10-04
d9914e7f-9,df268112-f,d3952d35-0,5,2455.13,2024-11-28
bf36191d-7,a69c4568-4,5979af8d-6,1,3963.27,2024-08-20
35d3d25e-9,aa0f6a40-3,46298e98-a,4,3775.62,2024-06-30
d8bd7beb-7,92c445d5-5,9cdf7567-3,9,2508.73,2025-04-12
91799590-6,e641c273-b,1206f00a-0,3,2708.65,2025-01-06
b4795be9-4,7bfe8e2e-b,6583fdff-9,7,2890.11,2024-08-23
fa27ed0c-1,0ad32ead-4,e220a631-2,7,1421.78,2024-10-24
0400475e-7,fdb7b4ef-6,25e9df53-a,1,1281.66,2025-04-13
f3421ab6-b,7f18fc7a-2,71a24091-1,6,4909.66,2024-12-25
9e3661b5-2,bdf6c4e7-a,6f01f108-6,5,2249.53,2025-02-08
e09fc753-4,63a8e7be-5,c28dcd83-7,7,2648.73,2024-06-03
7d2b2b9f-4,fc44a907-4,25e9df53-a,8,1281.66,2025-01-07
be31c887-6,e669d8fc-e,779a8fbe-d,5,4311.49,2024-07-09
1e5f87a1-b,e5510004-5,1206f00a-0,3,2708.65,2024-06-24
b5abb862-f,33ab4a14-6,81d6bcba-c,8,1733.76,2024-12-03
e361ec8d-e,bb01204c-a,e6d7b7f5-2,6,3569.11,2024-07-11
548610de-b,0d983bfd-f,6f01f108-6,1,2249.53,2024-05-06
f1e10b5c-e,edd4c88d-9,736c907d-a,7,4418.1,2024-09-07
4a647484-3,f8536218-9,2314cbf9-1,3,655.15,2025-02-05
98b22c7d-c,e5510004-5,140750a0-1,5,341.15,2025-04-07
7a8ddb08-e,1f36b356-4,71a24091-1,6,4909.66,2025-03-30
ab5f0457-1,05677a8f-d,01ac773e-d,5,2919.64,2024-06-17
af6c6ac4-1,f0eb2398-2,ea10df15-4,1,457.02,2024-10-11
7d06a884-7,559ad0e4-2,b2533ac9-f,10,3293.11,2024-07-18
808308c2-1,be7f55db-a,2c8c1677-e,10,2961.58,2024-12-09
405e0e94-4,5a9569dd-5,9a958ce8-0,9,1596.12,2024-10-27
b16b1ec2-6,6d7a979a-7,421f3be7-8,8,2240.08,2024-11-04
d8d8a48f-c,a5deb2ba-2,01ac773e-d,1,2919.64,2024-06-22
3a42d83d-f,abade6d8-2,6f01f108-6,2,2249.53,2024-05-21
0ee30f29-8,4bb2d9ae-9,1206f00a-0,4,2708.65,2024-09-23
84866d38-3,cb22b537-8,bf4a34c7-2,5,136.31,2024-07-23
13f5adf9-5,e158ce5a-0,560ab495-1,9,2722.52,2025-01-31
0045f20a-f,4c7561b9-3,f3bcfe84-5,6,993.67,2025-02-24
6fe8231b-7,e669d8fc-e,1206f00a-0,8,2708.65,2025-02-05
e88b2346-8,7e7ee2f0-6,ba8354bb-e,10,2217.79,2024-05-20
e5176770-d,559ad0e4-2,ead9c331-f,5,3683.64,2024-06-25
b0f2fa34-a,fc1ece04-5,736c907d-a,3,4418.1,2025-03-05
567d3b53-d,54e70394-3,d951a12b-9,9,2637.01,2024-05-31
5ee78552-1,8a20bbe3-9,0591a423-0,8,4533.67,2024-10-02
733687d5-2,bdf6c4e7-a,95699b19-d,1,4027.48,2024-07-19
92e52e17-a,c31b49bf-c,b4dda7a4-2,6,2948.56,2024-07-01
2be1a746-d,bb01204c-a,9d584171-9,1,3139.65,2025-02-03
1d16e730-3,ef639c6b-7,ba8354bb-e,3,2217.79,2025-03-27
09731396-8,eb691b3a-0,c44607a1-6,2,3144.03,2024-06-16
4f377da3-d,df6edac5-f,02ce108c-1,1,674.38,2024-05-31
b5d6fd00-e,0ad32ead-4,1206f00a-0,4,2708.65,2025-01-01
9e80dabd-f,cb22b537-8,d951a12b-9,1,2637.01,2025-02-14
b092b6ab-7,2c808b01-e,ee4d855e-3,7,3481.53,2025-01-21
3fce146d-3,1f36b356-4,bf4a34c7-2,4,136.31,2024-04-22
df56216c-7,f8536218-9,71a24091-1,5,4909.66,2024-06-01
aaecb9fe-7,eb691b3a-0,d4192e6c-e,5,1548.62,2024-09-11
9dc1ff11-1,0739d501-d,9fd2907c-8,3,1624.03,2025-03-13
f04f8e08-1,ef639c6b-7,ea696e14-f,3,3231.34,2025-03-11
81e418d9-b,6d7a979a-7,9a958ce8-0,6,1596.12,2025-02-24
8cf4b23a-f,473afacf-0,e6d7b7f5-2,8,3569.11,2024-07-25
ea44854b-4,ba3cfc5a-0,ea696e14-f,1,3231.34,2025-03-26
65b7f758-7,8d967be4-c,c1a2aac3-7,7,3550.81,2025-01-31
20703952-1,7e7ee2f0-6,ba8354bb-e,10,2217.79,2024-10-21
3907bf1b-c,1174ae96-2,84c94a80-d,3,1764.35,2025-02-23
6294969d-f,1babf28e-8,c48cce92-c,3,2903.27,2024-09-12
2a8d14c5-8,1f36b356-4,560ab495-1,8,2722.52,2024-07-02
81de3492-8,5996af44-5,c32014b7-4,5,333.57,2024-10-23
19f754aa-1,ef639c6b-7,79d91876-8,2,2176.82,2025-02-01
cb1d8270-f,bb01204c-a,e2f3db18-8,7,4823.32,2025-02-24
5900d073-e,2538d4a0-0,1206f00a-0,2,2708.65,2024-11-10
d073651b-3,411f4ee3-a,234f5b68-4,9,418.46,2024-09-28
88bd4422-8,aa0f6a40-3,13decee3-9,9,2004.33,2024-07-20
65be3881-c,ed6ff3a8-8,d951a12b-9,10,2637.01,2024-05-27
d698064e-5,af58b7cc-f,9b132f50-5,6,95.36,2025-03-10
373df8bc-a,6137b5ae-8,6d2adae0-3,8,3778.49,2025-01-25
c5b085b2-c,9406ded5-7,0e904bf1-5,8,1193.04,2024-07-26
5da9da3e-b,66a3bb6c-d,7ebb193c-6,7,3169.24,2024-05-02
66678a09-1,0ad32ead-4,9a958ce8-0,4,1596.12,2024-06-08
082ebe56-1,80dbd009-e,97c0d8d4-e,2,598.11,2024-11-09
b0805b69-b,d170c97a-e,fe65cda6-e,4,2522.03,2024-09-21
eb73870f-5,fcf28121-9,b4dda7a4-2,5,2948.56,2024-12-28
119ba988-3,763bb1f9-9,11128a0d-a,2,1226.09,2024-07-06
91d67c25-e,210a6885-2,81d6bcba-c,8,1733.76,2024-04-25
99fb60a9-4,760ef775-4,ba8354bb-e,8,2217.79,2024-11-29
8371c15a-7,44e52996-0,0df844f2-7,9,3307.5,2024-12-02
21ce0458-5,ae038046-a,01ac773e-d,3,2919.64,2024-08-11
79f42ce1-c,2538d4a0-0,d9db1a8a-5,9,2408.61,2024-12-08
3c1c759b-3,e0498de6-5,199b2e95-b,7,3993.93,2024-06-21
7a872b7d-3,210a6885-2,90fd8c51-a,6,533.47,2024-11-20
25d3addf-8,795b179f-a,e220a631-2,3,1421.78,2024-07-26
64ef00fe-8,4b4ba3e6-c,d3952d35-0,4,2455.13,2024-08-17
92f64332-f,3156e80b-c,e9fa415b-4,10,2805.54,2024-06-05
adec56cd-2,39af2d84-1,befadc51-9,8,4609.92,2024-08-05
64a97d0d-b,43b4dedd-7,37f2f540-d,3,113.86,2024-06-07
0c64e1d8-c,43cd136b-5,421f3be7-8,7,2240.08,2025-03-29
953cdbb3-f,fc44a907-4,ff0ee827-a,6,4043.67,2024-10-30
e93ba0da-3,2538d4a0-0,9b132f50-5,3,95.36,2024-09-07
7889806d-1,4f6c31fb-0,02ce108c-1,7,674.38,2024-11-02
f9370f09-a,4fa7661e-1,035005bc-9,2,2127.51,2025-01-12
f4cf57bf-0,d61c7b7b-0,ec475451-4,4,3902.11,2024-11-27
6c3a4c2e-9,41948164-2,9b132f50-5,9,95.36,2025-01-08
d5468bea-6,814a979d-8,b86767aa-e,5,2363.86,2024-10-23
77246f8c-c,51b63b79-d,a6f73525-0,10,4314.21,2025-03-19
51a0b012-3,70471459-b,d3952d35-0,8,2455.13,2024-05-07
b88b94c7-b,a96c6a1f-d,79d91876-8,3,2176.82,2024-09-01
75020575-9,760ef775-4,cf102b79-d,4,2873.13,2025-01-23
ca2bb275-7,144bde27-6,f3bcfe84-5,3,993.67,2024-12-21
3148a0c1-c,8bd95b24-4,97c0d8d4-e,10,598.11,2024-07-01
d2c9e134-c,1f36b356-4,5b1dd758-9,10,4036.0,2024-11-21
91bb0404-7,fe0f5052-9,7324c1df-d,5,1670.5,2025-03-18
282ea2fc-2,431b63d1-0,271bc0ab-1,7,1096.67,2025-03-07
9a4f71fd-c,327d6347-7,1137bfe2-4,8,4692.25,2025-03-12
adeddf78-8,1f36b356-4,9414c353-1,10,3740.27,2025-01-13
a13f15d3-7,9fb83f9a-b,a8afd609-0,10,3933.14,2024-08-30
da66d102-3,653fb168-f,43395dd9-e,3,1114.67,2025-01-28
55a51922-7,ae2f23ab-a,ff0ee827-a,7,4043.67,2024-06-02
f30121a1-e,6807c0a9-7,5584689a-1,5,2799.85,2024-10-08
d9f95b1c-4,336f1a49-6,0df844f2-7,3,3307.5,2025-03-28
d279c7dc-6,0f55dcde-c,11128a0d-a,5,1226.09,2024-05-14
2c834509-1,7a85b662-f,9d584171-9,10,3139.65,2024-08-14
1ec8c441-b,cba6dd91-7,37f2f540-d,4,113.86,2025-02-25
ced4c5d9-d,4136cfdd-5,71a24091-1,3,4909.66,2024-11-05
99d98c39-c,763bb1f9-9,d3952d35-0,5,2455.13,2024-07-22
5bca7e5e-3,4b80d966-e,ec475451-4,8,3902.11,2025-03-28
d0d2c390-b,39af2d84-1,f924fbc8-5,4,4341.19,2024-08-02
d883ef4c-4,42d2c687-3,199b2e95-b,10,3993.93,2024-11-24
402535d9-9,1174ae96-2,d6911d93-9,6,2299.63,2024-10-06
151df889-c,fc1ece04-5,7cd622b1-d,5,4895.31,2025-04-07
b5a20854-7,fd3cdd83-c,23282239-d,10,207.21,2025-03-03
f15f81f0-0,2e816840-a,e2f3db18-8,10,4823.32,2025-03-20
76afedc7-2,41948164-2,7324c1df-d,10,1670.5,2024-06-30
adda8701-f,abade6d8-2,fca61d10-e,10,421.86,2024-06-25
630e3274-3,0bfde222-c,f02313fa-f,5,292.37,2025-04-12
bc609291-d,d170c97a-e,24192e2a-d,2,1470.01,2024-10-14
903694ce-8,4f6c31fb-0,fd8f58a9-2,3,460.65,2024-06-05
